entity,table_annotation,domain,package,path
PaypalCheckoutAccessMethod,,资源标识,org.olat.resource.accesscontrol.provider.paypalcheckout.model,src/main/java/org/olat/resource/accesscontrol/provider/paypalcheckout/model/PaypalCheckoutAccessMethod.java
PaypalCheckoutTransactionImpl,o_ac_checkout_transaction,资源标识,org.olat.resource.accesscontrol.provider.paypalcheckout.model,src/main/java/org/olat/resource/accesscontrol/provider/paypalcheckout/model/PaypalCheckoutTransactionImpl.java
ReferenceHistoryImpl,o_references_history,资源标识,org.olat.resource.references,src/main/java/org/olat/resource/references/ReferenceHistoryImpl.java
ReferenceImpl,o_references,资源标识,org.olat.resource.references,src/main/java/org/olat/resource/references/ReferenceImpl.java
CalendarUserConfiguration,o_cal_use_config,通用服务,org.olat.commons.calendar.model,src/main/java/org/olat/commons/calendar/model/CalendarUserConfiguration.java
ImportedCalendar,o_cal_import,通用服务,org.olat.commons.calendar.model,src/main/java/org/olat/commons/calendar/model/ImportedCalendar.java
ImportedToCalendar,o_cal_import_to,通用服务,org.olat.commons.calendar.model,src/main/java/org/olat/commons/calendar/model/ImportedToCalendar.java
LockImpl,oc_lock,通用服务,org.olat.commons.coordinate.cluster.lock,src/main/java/org/olat/commons/coordinate/cluster/lock/LockImpl.java
InfoMessageImpl,o_info_message,通用服务,org.olat.commons.info.model,src/main/java/org/olat/commons/info/model/InfoMessageImpl.java
InfoMessageToCurriculumElementImpl,o_info_message_to_cur_el,通用服务,org.olat.commons.info.model,src/main/java/org/olat/commons/info/model/InfoMessageToCurriculumElementImpl.java
InfoMessageToGroupImpl,o_info_message_to_group,通用服务,org.olat.commons.info.model,src/main/java/org/olat/commons/info/model/InfoMessageToGroupImpl.java
LifeCycleEntry,o_lifecycle,通用服务,org.olat.commons.lifecycle,src/main/java/org/olat/commons/lifecycle/LifeCycleEntry.java
